comment_id,post_id,author_id,parent_id,body,score,path,created_at,status
CM0004511,P002151,U01030,,Democratic herself suddenly item gun dog style answer generation woman economic.,35,P002151/CM0004511,2024-05-31T00:05:32,active
CM0004512,P003865,U01096,CM0004165,Daughter his race truth prove enjoy manage themselves think or over type college change live stay various.,-7,P003865/CM0004165/CM0004512,2025-09-09T01:43:58,active
CM0004513,P003373,U00405,CM0000237,Himself senior democratic treatment mention local culture window vote recently somebody happy nation character even fill already wide.,32,P003373/CM0000237/CM0004513,2025-03-09T00:19:58,active
CM0004514,P002662,U01668,,Building if decade attorney nation energy expert or beat decade sense learn member major kitchen cover phone main teach large on speak read foreign painting.,1,P002662/CM0004514,2025-05-02T18:57:01,active
CM0004515,P001270,U01903,,Man common about foreign both continue avoid knowledge indeed.,26,P001270/CM0004515,2025-11-03T19:09:02,active
CM0004516,P000251,U02742,,Win stage security arm clearly way defense throughout ball life sport other keep today box.,31,P000251/CM0004516,2025-05-09T17:39:12,active
CM0004517,P002345,U02499,,Magazine article effort run could shoulder world trade exist.,51,P002345/CM0004517,2024-03-22T15:21:33,active
CM0004518,P003247,U01061,CM0002918,Return allow interview important million medical develop tree than age require cut doctor you there local fight space alone.,157,P003247/CM0002918/CM0004518,2025-07-14T04:20:43,removed
CM0004519,P000229,U00439,,The peace break marriage meet work direction himself travel investment big law support how week six charge account center.,32,P000229/CM0004519,2024-02-13T20:52:37,active
CM0004520,P001990,U02717,CM0001789,Training coach still technology six ahead it maybe factor blood claim week study agency full wall class floor would dark want field support newspaper popular including thing.,-7,P001990/CM0001789/CM0004520,2024-01-24T02:55:31,active
CM0004521,P003431,U02425,,Debate human fact heart million drug best beyond white cut your among her instead rather wear short understand.,92,P003431/CM0004521,2024-12-08T10:03:14,active
CM0004522,P002702,U02702,CM0002686,Offer reflect himself data value work trip strong series red.,74,P002702/CM0002686/CM0004522,2024-01-28T21:24:30,active
CM0004523,P003635,U01254,CM0003223,Sort fly stuff very section responsibility clearly member take imagine few bring read need wish do alone article story opportunity other any ability key listen body price challenge hospital his onto age amount woman choose determine.,27,P003635/CM0003223/CM0004523,2024-05-14T05:20:34,active
CM0004524,P000051,U02779,,Hand accept exactly us force measure heavy page baby address if create every chance put close.,133,P000051/CM0004524,2025-04-04T14:40:39,active
CM0004525,P002936,U01421,,Relate staff land whose join door free sell why follow attack no low.,-9,P002936/CM0004525,2025-05-12T22:06:38,active
CM0004526,P002394,U02430,,After quickly arm ever market customer instead control direction camera true past other attack hope war factor doctor city course Republican option eight or thank generation yes off plan night line direction face skill late everybody owner while beautiful peace a.,200,P002394/CM0004526,2025-07-04T07:55:17,active
CM0004527,P000089,U00534,,Seat heavy provide word team whole.,21,P000089/CM0004527,2024-02-25T08:29:26,active
CM0004528,P002804,U01656,,Plan Republican heavy response let near Congress.,0,P002804/CM0004528,2025-07-17T12:53:58,active
CM0004529,P003820,U01709,,President return staff marriage painting soon response authority but economy appear into every year language range physical because term wide PM require point compare relate attorney building let total pretty one environment.,178,P003820/CM0004529,2024-04-26T23:51:15,active
CM0004530,P002649,U02806,,Approach difficult century.,118,P002649/CM0004530,2024-03-13T11:46:24,active
CM0004531,P002776,U01465,CM0002897,And foreign lawyer hotel training.,99,P002776/CM0002897/CM0004531,2025-03-06T22:07:13,removed
CM0004532,P001741,U00394,CM0002037,Open stock attorney lose show theory poor difficult drive cause military religious could sit traditional series network assume maintain later program see reveal standard figure admit possible teach something artist.,-8,P001741/CM0002037/CM0004532,2025-02-15T18:54:33,active
CM0004533,P002892,U01479,,West perhaps cultural rather gas a.,9,P002892/CM0004533,2025-06-16T22:37:48,active
CM0004534,P001745,U02957,,Show himself recognize skill minute contain.,157,P001745/CM0004534,2025-03-29T04:07:56,active
CM0004535,P003071,U00183,,Memory but within box game model crime truth talk learn box marriage staff growth physical simply you to general family similar plan but training main begin since about thought land including beyond perform teach floor course house Mrs respond.,97,P003071/CM0004535,2025-02-27T15:35:26,removed
CM0004536,P003698,U02560,CM0004161,Really toward conference wish be I test successful amount perhaps right development benefit send establish specific first student boy then always full candidate leader responsibility finish believe rock too begin middle somebody again hand.,72,P003698/CM0004161/CM0004536,2024-04-20T05:39:23,active
CM0004537,P003173,U02314,,Produce leg like manage expert adult step listen build glass two picture chance.,-11,P003173/CM0004537,2025-07-21T06:05:58,active
CM0004538,P002349,U01754,,Simple same watch situation power management who reduce under inside name benefit role air hope in along fly region task stay seem lawyer together despite save call.,76,P002349/CM0004538,2024-05-23T02:39:31,active
CM0004539,P003474,U00771,CM0000906,Federal all do possible Congress all door heavy physical.,47,P003474/CM0000906/CM0004539,2025-04-27T09:46:14,flagged
CM0004540,P002482,U00596,CM0002929,Time source conference various speech director involve federal thought policy relationship.,130,P002482/CM0002929/CM0004540,2024-10-02T12:51:41,flagged
CM0004541,P001517,U00721,,Indeed bank challenge media child us with include brother age one require subject peace yard describe south policy go back there recently available enough behind.,183,P001517/CM0004541,2024-05-01T05:18:30,active
CM0004542,P002970,U02005,,Top word leave anyone five information at enter loss election building raise report peace section training behind minute show impact design shoulder international area believe.,170,P002970/CM0004542,2024-07-10T01:04:15,active
CM0004543,P000730,U02244,,Describe research must time green gun magazine song foreign right talk small be shake benefit clear artist available develop medical anything ground long some fast poor guess strong later space speak.,72,P000730/CM0004543,2024-12-21T21:44:28,active
CM0004544,P003695,U00980,CM0003737,Shake magazine offer site add marriage push authority as stay security industry though wish hospital throw reach.,134,P003695/CM0003737/CM0004544,2025-03-18T21:20:00,active
CM0004545,P000548,U01107,CM0003134,Many arm he hit hand present sure us water people realize could single daughter.,121,P000548/CM0003134/CM0004545,2025-04-02T18:03:19,active
CM0004546,P002024,U01561,,Test first step ready son space.,35,P002024/CM0004546,2024-11-11T21:02:28,active
CM0004547,P000929,U01666,CM0003347,Candidate approach per challenge may decade radio prove consider pass develop professional nor each gun summer thank show public.,45,P000929/CM0003347/CM0004547,2024-02-12T20:12:07,active
CM0004548,P000822,U01318,,Feel national physical hundred still deep some if produce yes military wind try great scientist financial prevent.,97,P000822/CM0004548,2025-08-06T01:56:01,active
CM0004549,P000549,U02525,CM0001142,College two environment just put enjoy design card window heavy agency teach central though tough few mother west help increase group more never not somebody animal service may.,162,P000549/CM0001142/CM0004549,2025-08-18T01:51:11,active
CM0004550,P001195,U00811,,Anyone all stock three difficult according too service trouble be compare available always smile either job leave where available window throw role represent responsibility computer worry between type.,156,P001195/CM0004550,2024-06-28T18:19:08,active
CM0004551,P000379,U00597,CM0002914,Success party investment environment few ahead phone the present send again out store physical reason the middle several audience their research tax.,-9,P000379/CM0002914/CM0004551,2024-01-28T12:11:25,active
CM0004552,P002589,U02337,CM0001132,Activity yourself effort nature religious any go change lead central of if factor.,191,P002589/CM0001132/CM0004552,2025-08-25T09:29:33,active
CM0004553,P001759,U01696,,Win check firm each those action friend eight agree particular character store.,-1,P001759/CM0004553,2025-02-12T22:29:59,active
CM0004554,P003668,U01088,,His kind policy list usually eat need dog executive recently officer listen again indeed fast enter to purpose.,162,P003668/CM0004554,2025-09-21T01:52:39,active
CM0004555,P003893,U02255,CM0004494,Fast yourself how red management himself yes this.,77,P003893/CM0004494/CM0004555,2024-08-05T23:54:09,active
CM0004556,P003108,U02770,CM0000381,Tonight cold black particular southern almost safe yeah less price edge quickly later everybody fast strategy baby audience produce agree statement.,112,P003108/CM0000381/CM0004556,2025-08-16T14:05:48,active
CM0004557,P000039,U02714,,Author poor court community magazine commercial weight major it cell still white claim remember.,189,P000039/CM0004557,2025-06-22T05:30:33,active
CM0004558,P002304,U01096,,Always approach ball avoid home history about film year set run.,143,P002304/CM0004558,2025-04-01T05:37:12,active
CM0004559,P001484,U02468,CM0002906,Last economy tax send federal two first hour morning share father study class.,176,P001484/CM0002906/CM0004559,2024-05-09T14:42:59,active
CM0004560,P000986,U00616,CM0003852,Process ago inside get red into Mr why.,3,P000986/CM0003852/CM0004560,2024-07-30T05:20:57,active
